town,greek_name,turkish_name,population,male_population,female_population,district,roc_control,lat,lon,gm_id,is_dimos,population_2006,male_population_2006,female_population_2006,subdistrict,municipality,lat_g,lon_g
Lysi,Λύση,Akdoğan,2471,1284,1187,Gazimağusa,False,35.105865,33.6822674,ChIJA8dfLUYw3hQR_xGfkMe5K7g,False,2581.0,1326.0,1255.0,Akdoğan,Akdoğan,35.1072538,33.6958809
Pergamos,Πέργαμος,Beyarmudu,1196,618,578,Gazimağusa,False,35.0431635,33.708323,ChIJg1TRneIt3hQR8NVvavMgv4s,False,1270.0,648.0,622.0,Akdoğan,Beyarmudu,35.0486587,33.6958809
Çayönü,,Çayönü,660,341,319,Gazimağusa,False,35.0959841,33.7945153,,False,652.0,349.0,303.0,Akdoğan,Beyarmudu,35.0963631,33.7936146
Acheritou,Αχερίτου,Güverci̇nli̇k,911,453,458,Gazimağusa,False,35.100633,33.8614166,ChIJDbkfx5TL3xQR_buM4Nn1d4w,False,887.0,445.0,442.0,Akdoğan,Beyarmudu,35.0970715,33.8522923
Makrasyka,Μακράσυκα,İnci̇rli̇,384,185,199,Gazimağusa,False,35.0738889,33.7624405,ChIJwaHU1-Iy3hQRbQRoPDGgLv4,False,432.0,211.0,221.0,Akdoğan,Beyarmudu,35.0795529,33.7685332
Kouklia,Κούκλια,Köprülü,192,98,94,Gazimağusa,False,35.1086164,33.7504572,ChIJ_ZaSPp0z3hQR3M2gtEPsjGQ,False,215.0,119.0,96.0,Akdoğan,Beyarmudu,35.1123437,33.7573596
Kontea,Κοντέα,Türkmenköy,782,388,394,Gazimağusa,False,35.1035974,33.7169544,ChIJ1TLrHNsz3hQR7JLKiFS6h5w,False,834.0,412.0,422.0,Akdoğan,Beyarmudu,35.1033617,33.7238308
Askeia,Άσκεια,Paşaköy,1883,1029,854,Gazimağusa,False,35.1581388,33.6090186,ChIJqbkYhwQ63hQRzd97gRoxA8U,False,1929.0,1027.0,902.0,Akdoğan,Paşaköy,35.1481853,33.6119814
Aggastina,Αγγαστίνα,Aslanköy,439,235,204,Gazimağusa,False,35.2043581,33.5892324,ChIJg9Z_PJY53hQRZ3xc1Ig97vQ,False,409.0,216.0,193.0,Akdoğan,Paşaköy,35.2008698,33.5839983
Mousoulita,Μουσουλίτα,Kurudere,403,210,193,Gazimağusa,False,35.1927809,33.6408025,ChIJw29psAo33hQRtm1283EgZJY,False,86.0,47.0,39.0,Akdoğan,Paşaköy,35.18804,33.6483471
Marathovounos,Μαραθόβουνος,Ulukışla,836,455,381,Gazimağusa,False,35.222767,33.6168368,ChIJWXbKMR443hQRsD8nK7y1Cw4,False,876.0,467.0,409.0,Akdoğan,Paşaköy,35.2094973,33.63436190000001
Pyla,Πύλα,Pi̇le,479,255,224,Gazimağusa,False,35.0136,33.6919,ChIJPZiA7ZEu3hQRWvpMYkNkR4o,False,462.0,239.0,223.0,Akdoğan,Paşaköy,35.0134077,33.6922186
Vatyli,Βατυλή,Vadi̇li̇,2129,1045,1084,Gazimağusa,False,35.1337935,33.6557314,ChIJWd0rCtww3hQR2QZNitRroNA,False,2117.0,1068.0,1049.0,Akdoğan,Vadili,35.1408048,33.6511438
Stroggylos,Στρογγυλός,Turunçlu,261,132,129,Gazimağusa,False,35.1666524,33.6390995,ChIJEWTnjUc33hQRg1nJjH_Xyy0,False,245.0,124.0,121.0,Akdoğan,Vadili,35.1685234,33.6483471
Levkonoiko,Λευκόνοικο,Geçi̇tkale,1253,635,618,Gazimağusa,False,35.2605334,33.7321988,ChIJzyALMLpL3hQRN2dyl-_Omes,False,1269.0,622.0,647.0,Geçitkale,Geçitkale,35.2687373,33.7405967
Goufes,Γούφες,Çamlıca,100,50,50,Gazimağusa,False,35.2826438,33.6879107,ChIJs_o8XkZJ3hQR6jIyWSux4y4,False,95.0,47.0,48.0,Geçitkale,Geçitkale,35.2796929,33.69029
Platani,Πλατάνι,Çınarlı,183,90,93,Gazimağusa,False,35.3334464,33.7515081,ChIJS2khqQpN3hQR0eDHZNaY1vM,False,185.0,91.0,94.0,Geçitkale,Geçitkale,35.3329597,33.7685332
Melounta,Μελούντα,Mallıdağ,182,93,89,Gazimağusa,False,35.3327387,33.6890575,ChIJpSAkQYpO3hQR_mw-aZlPcyU,False,189.0,96.0,93.0,Geçitkale,Geçitkale,35.3346195,33.7014716
Genagra,Γέναγρα,Nergi̇sli̇,279,148,131,Gazimağusa,False,35.2179,33.6982,ChIJY8VhkfxJ3hQR3TtQUo1M-Y8,False,293.0,150.0,143.0,Geçitkale,Geçitkale,35.2114584,33.69029
Psyllatos,Ψυλλάτος,Sütlüce,291,143,148,Gazimağusa,False,35.253814,33.6869593,ChIJX8-_p59J3hQRTt4P10BII_U,False,349.0,173.0,176.0,Geçitkale,Geçitkale,35.2407082,33.69029
Agios Nikolaos,Άγιος Νικόλαος,Yamaçköy,92,39,53,Gazimağusa,False,35.3287957,33.6780386,ChIJI2lXk_FO3hQRe_DeHtHqp8E,False,80.0,33.0,47.0,Geçitkale,Geçitkale,35.3221764,33.679107
Kiados,Κίαδος,Serdarlı,1055,511,544,Gazimağusa,False,35.2559205,33.6016675,ChIJ-1FV-PBH3hQR3ig5I4IhXBw,False,1041.0,496.0,545.0,Geçitkale,Serdarlı,35.2555267,33.6119814
Agios Chariton,Άγιος Χαρίτων,Ergenekon,96,54,42,Gazimağusa,False,35.3051173,33.6041113,ChIJo-bEGxdG3hQRCtb46LGO9zA,False,96.0,52.0,44.0,Geçitkale,Serdarlı,35.2980352,33.6007892
Knodara,Κνώδαρα,Gönendere,389,187,202,Gazimağusa,False,35.2640771,33.6614828,ChIJUbtao_9I3hQRGQZYKPBGAHQ,False,394.0,193.0,201.0,Geçitkale,Serdarlı,35.2707409,33.6567371
Kornokipos,Κορνόκηπος,Görneç,507,234,273,Gazimağusa,False,35.2827073,33.5730768,ChIJyYc73gdH3hQRfmMT5CinGZM,False,515.0,243.0,272.0,Geçitkale,Serdarlı,35.275795,33.5784007
Vitsada,Βιτσάδα,Pınarlı,167,86,81,Gazimağusa,False,35.2442596,33.6465368,ChIJOy2AVzlI3hQRAjxOiqnAn5s,False,202.0,101.0,101.0,Geçitkale,Serdarlı,35.2317425,33.6567371
Trypimeni,Τρυπημένη,Ti̇rmen,197,106,91,Gazimağusa,False,35.3100676,33.6341154,ChIJ5-lxn7NI3hQRAPfDuw7QuFI,False,184.0,106.0,78.0,Geçitkale,Serdarlı,35.3034905,33.6455502
Küçükerenköy,Küçükerenköy,Küçükerenköy,339,168,171,Gazimağusa,False,,,ChIJASOqhDZO3hQRLBc-qDsiiEI,False,257.0,187.0,70.0,Geçitkale,Tatlısu,35.3630139,33.6682723
Ashagi Karaman,,Aşağı Karaman,675,346,329,Girne,False,,,,False,565.0,312.0,253.0,Girne,Girne,,
Mpelapais,Μπέλαπαϊς,Beylerbeyi̇,918,476,442,Girne,False,35.3065054,33.353218,ChIJFRSYOaEU3hQRgym5F_XZnto,False,934.0,503.0,431.0,Girne,Girne,35.2968734,33.3542258
Thermia,Θέρμια,Doğanköy,868,429,439,Girne,False,35.3256596,33.3344148,ChIJ2_cKfkwT3hQRPMWDanLRPCQ,False,457.0,245.0,212.0,Girne,Girne,35.3241561,33.3331825
Trimithi,Τριμίθι,Edremi̇t,1268,794,474,Girne,False,35.3325405,33.2620671,ChIJZ09DMp4S3hQRd0ZOf_1ilTc,False,651.0,362.0,289.0,Girne,Girne,35.3346453,33.2559847
Karakoumi,Καράκουμι,Karakum,722,390,332,Girne,False,35.3326865,33.3420667,ChIJjWF1a69s3hQRq9ClskzK_00,False,299.0,184.0,115.0,Girne,Girne,35.3337487,33.3416004
Agios Georgios,Άγιος Γεώργιος,Karaoğlanoğlu,3745,1963,1782,Girne,False,35.3424212,33.2716623,ChIJFTeHhbES3hQRDSlhDo94ZNo,False,2610.0,1551.0,1059.0,Girne,Girne,35.3391989,33.2728331
Kazafani,Καζάφανι,Ozanköy,3070,1615,1455,Girne,False,35.3188533,33.3544245,ChIJWQgBAqsU3hQRDGnebBrZxSQ,False,2584.0,1441.0,1143.0,Girne,Girne,35.3261677,33.3542258
Templos,Τέμπλος,Zeyti̇nli̇k Köy,622,296,326,Girne,False,35.333,33.2915,ChIJwVvTLdAS3hQREGDVCh7-Py4,False,513.0,265.0,248.0,Girne,Girne,35.3290981,33.2896786
Ftericha,Φτεριχα,Ilgaz,72,36,36,Girne,False,35.3232543,33.2210123,ChIJwfPO3qkN3hQRRA7HzvR1NmY,False,75.0,48.0,27.0,Girne,Alsancak,35.3140157,33.2278976
Motides,Μότιδες,İncesu,180,103,77,Girne,False,35.3351157,33.2073533,ChIJ2-_tevsM3hQRxLzz2YPxzAI,False,150.0,86.0,64.0,Girne,Alsancak,35.3306518,33.2096366
Elia,Ελια,Yeşi̇ltepe,750,454,296,Girne,False,35.3357308,33.2169914,ChIJQ37m3RwN3hQRXX8CJYlWe_0,False,290.0,147.0,143.0,Girne,Alsancak,35.3442807,33.2208745
Klepini,Κλεπίνη,Arapköy,542,302,240,Girne,False,35.3066986,33.4334742,ChIJ99aDMKZq3hQRBu8Ksl2TwCw,False,380.0,228.0,152.0,Girne,Çatalköy,35.2982601,33.4439588
Agios Epiktitos,Άγιος Επίκτητος,Çatalköy,5110,2756,2354,Girne,False,35.3213447,33.3906576,ChIJA34q5CVr3hQRg5Hfzht5-RY,False,3803.0,2147.0,1656.0,Girne,Çatalköy,35.3153575,33.4047109
Agirda,Αγίρδα,Ağırdağ,745,376,369,Girne,False,35.2970651,33.2666775,ChIJ67JSUnAS3hQRLQG8XhnW1cY,False,454.0,250.0,204.0,Girne,Dikmen,35.2871985,33.2672173
Sysklipos,Σύσκληπος,Akçi̇çek,79,45,34,Girne,False,35.2997562,33.1722989,ChIJq-MB6AEM3hQR-l97Vmwy_A4,False,87.0,45.0,42.0,Girne,Dikmen,35.2938313,33.1745097
Sichari,Σιχαρί,Aşağı Taşkent,290,148,142,Girne,False,35.2787133,33.3769904,ChIJ-9GNM_QU3hQRWfij39XCSdc,False,264.0,134.0,130.0,Girne,Dikmen,35.2738554,33.365447
Mpogazi,Μπογάζι,Boğazköy,1943,1116,827,Girne,False,35.2860748,33.2799058,ChIJX0_u6GkS3hQR-1XLGVP2Udo,False,1297.0,782.0,515.0,Girne,Dikmen,35.291758,33.2840638
Fotta,Φώττα,Dağyolu,525,258,267,Girne,False,35.2645645,33.2220905,ChIJyyZGv2cO3hQRMTIGUf-gq2E,False,525.0,267.0,258.0,Girne,Dikmen,35.250621,33.2194699
Pileri,Πιλέρι,Göçeri̇,228,119,109,Girne,False,35.2896806,33.216143,ChIJh1pYrtUN3hQRacUjOhilL48,False,155.0,83.0,72.0,Girne,Dikmen,35.2834291,33.2082318
Koutsoventis,Κουτσοβέντης,Güngör,124,68,56,Girne,False,35.2658497,33.4208571,ChIJ03YxSXQV3hQR4xFQB-gI_Ow,False,140.0,100.0,40.0,Girne,Dikmen,35.2661915,33.4215334
Kiomourtziou,Κιόμουρτζιου,Kömürcü,67,27,40,Girne,False,35.2931726,33.2566052,ChIJTQMTPfEN3hQRJTxZ743D5oQ,False,34.0,16.0,18.0,Girne,Dikmen,35.2857855,33.2559847
Krini,Κρηνί,Pınarbaşı,483,236,247,Girne,False,35.2871477,33.2374567,ChIJSQMEM-YN3hQRS4wByo5E5SU,False,484.0,237.0,247.0,Girne,Dikmen,35.2730184,33.2419422
Agios Ermolaos,Άγιος Ερμόλαος,Şi̇ri̇nevler,368,201,167,Girne,False,35.2784517,33.1727025,ChIJAy0Ii7UO3hQRJ_TtF_VdPxA,False,427.0,228.0,199.0,Girne,Dikmen,35.2644875,33.1745097
Vouno,Βουνό,Yukarı Taşkent,299,145,154,Girne,False,35.2785,33.377,ChIJz9U6E_8U3hQRanxew9hlx0U,False,289.0,145.0,144.0,Girne,Dikmen,35.2569465,33.3962986
Agios Amvrosios,Άγιος Αμβρόσιος,Esentepe,1754,920,834,Girne,False,35.3394007,33.5831724,,False,1575.0,949.0,626.0,Girne,Esentepe,35.3403306,33.5817749
Kalograia,Καλογραία,Bahçeli̇,388,193,195,Girne,False,35.3383116,33.6302703,ChIJ8Qe9QW9P3hQR9NaEanZcrvI,False,393.0,204.0,189.0,Girne,Esentepe,35.3428587,33.6287673
Trapeza,Τράπεζα,Beşparmak,30,16,14,Girne,False,35.3086601,33.469027,ChIJ5YwrdUNA3hQR5J9wzYWE44s,False,42.0,23.0,19.0,Girne,Esentepe,35.2975375,33.4775871
Charkeia,Χάρκεια,Karaağaç,242,116,126,Girne,False,35.3193306,33.5559197,ChIJ7VYHdJRG3hQRvc06gOS-wAA,False,264.0,133.0,131.0,Girne,Esentepe,35.3124353,33.5392081
Karmi,Καρμι,Karaman,55,29,26,Girne,False,35.3204117,33.2589627,ChIJc0Z0on0N3hQRzLJNY-kkK-4,False,85.0,43.0,42.0,Girne,Esentepe,35.3149411,33.2644093
Vasileia,Βασιλεια,Karşıyaka,2091,1057,1034,Girne,False,35.3519956,33.1200771,ChIJI23ralMK3hQRmSYUL86bEWI,False,2110.0,1185.0,925.0,Girne,Lapta,35.3439517,33.1070309
Agia Eirini,Αγια Ειρηνη,Akdeni̇z,522,276,246,Girne,False,35.2986814,32.9635543,ChIJwfPNebbk3RQRQ4wY82BrkXg,False,597.0,317.0,280.0,Çamlıbel,Lapta,35.2907038,32.9775675
Agridaki,Αγριδάκι,Alemdağ,86,45,41,Girne,False,35.3080892,33.1516551,ChIJr2BEl-EL3hQRuxRFrugXaDI,False,87.0,45.0,42.0,Çamlıbel,Lapta,35.2974502,33.1548332
Myrtou,Μύρτου,Çamlıbel,872,466,406,Girne,False,35.3072059,33.0751473,ChIJKUqtUgji3RQRspS_34LLa1s,False,1037.0,561.0,476.0,Çamlıbel,Lapta,35.3152032,33.0732741
Panagra,Πάναγρα,Geçi̇tköy,220,126,94,Girne,False,35.336326,33.0681663,ChIJ4xP-0fnh3RQR8AxYXLsvyzE,False,213.0,139.0,74.0,Çamlıbel,Lapta,35.3446997,33.0648331
Kampyli,Καμπυλή,Hi̇sarköy,194,89,105,Girne,False,35.301416,33.1078601,ChIJAbvlJ5QJ3hQRTtLtonn2DKU,False,194.0,95.0,99.0,Çamlıbel,Lapta,35.3032467,33.1042183
Karpasia,Καρπάσια,Karpaşa,256,150,106,Girne,False,35.297798,33.0704157,ChIJ4dnRB3vi3RQR-lNp5vJPO8A,False,89.0,44.0,45.0,Çamlıbel,Lapta,35.2858449,33.0732741
Orga,Όργα,Kayalar,234,136,98,Girne,False,35.3597382,33.0336704,ChIJ4UZrwHXh3RQR2PaE3-Wo7uw,False,181.0,97.0,84.0,Çamlıbel,Lapta,35.35837739999999,33.0282472
Kontemenos,Κοντεμένος,Kılıçarslan,194,102,92,Girne,False,35.2687,33.1259,ChIJD2LWg_gI3hQRPkQCNEuxAgw,False,218.0,128.0,90.0,Çamlıbel,Lapta,35.2619306,33.1351527
Kormakitis,Κορμακίτης,Koruçam,309,147,162,Girne,False,35.3428446,33.0097099,ChIJx4wIQefj3RQR954Nruf_HOE,False,195.0,91.0,104.0,Çamlıbel,Lapta,35.3425478,33.000095
Larnakas tis Lapithou,Λάρνακας της Λαπήθου,Kozan,375,175,200,Girne,False,35.3107054,33.140665,ChIJZSJJD2MJ3hQRrXqQjWK3sFg,False,464.0,230.0,234.0,Çamlıbel,Lapta,35.3076877,33.12952900000001
Asomatos,Ασωματος,Özhan,73,38,35,Girne,False,35.2753281,33.1077234,ChIJf0DUGkwI3hQRtzbRpmnmEnE,False,82.0,45.0,37.0,Çamlıbel,Lapta,35.2628117,33.0845277
Livera,Λιβερα,Sadrazamköy,170,80,90,Girne,False,35.3832534,32.9529962,ChIJ17BMu43m3RQRUulnzLeP1Gk,False,166.0,85.0,81.0,Çamlıbel,Lapta,35.382536,32.9494009
Diorios,Διόριος,Tepebaşı,774,417,357,Girne,False,35.306,33.054,ChIJh89DvULi3RQRdBBYCLBD6JM,False,798.0,427.0,371.0,Çamlıbel,Lapta,35.2964917,33.0226174
Atsagi,Ατσάγι,Akçay,1008,511,497,Güzelyurt,False,35.1799595,33.0353237,ChIJgTNn8n3-3RQRjdbMqU27XTk,False,1033.0,522.0,511.0,Güzelyurt,Güzelyurt,35.188463,33.0395058
Kato Zodeia,Κάτω Ζώδεια,Aşağı Bostancı,1822,872,950,Güzelyurt,False,35.1685572,33.0066204,ChIJjbYq_sD-3RQRRBwt-tCPH7k,False,2024.0,1010.0,1014.0,Güzelyurt,Güzelyurt,35.156664,32.9831998
Prasteio,Πραστειό,Aydınköy,1164,563,601,Güzelyurt,False,35.1754257,32.9396556,ChIJ8XZ5q1T43RQRzV60qnMopDY,False,1154.0,577.0,577.0,Güzelyurt,Güzelyurt,35.1704228,32.9381321
Aylona,Αυλώνα,Gayretköy,367,179,188,Güzelyurt,False,35.1616976,33.1060206,ChIJK62DccsA3hQRAGla_VKsatc,False,367.0,188.0,179.0,Güzelyurt,Güzelyurt,35.1693415,33.1098434
Nikitas,Νικήτας,Güneşköy,505,252,253,Güzelyurt,False,35.1765353,32.9567145,ChIJwRmoGRv53RQRTTcfmvPxpBo,False,546.0,277.0,269.0,Güzelyurt,Güzelyurt,35.1783861,32.9522179
Kapouti,Καπούτι,Kalkanlı,2305,1423,882,Güzelyurt,False,35.2465,33.0379,ChIJQyuQ1iP93RQRg1qfNPTRskI,False,1338.0,811.0,527.0,Güzelyurt,Güzelyurt,35.2377309,33.0226174
Kyra,Κυρά,Mevlevi̇,386,207,179,Güzelyurt,False,35.2032499,33.060546,ChIJ6WxWC5b93RQR_5--axMMlfw,False,370.0,217.0,153.0,Güzelyurt,Güzelyurt,35.2109599,33.0620193
Fyllia,Φυλλιά,Serhatköy,573,280,293,Güzelyurt,False,35.1882752,33.0922433,ChIJS4_MUl0H3hQRcIMqx8tFKPE,False,595.0,300.0,295.0,Güzelyurt,Güzelyurt,35.1905207,33.1126559
Masari,Μάσαρη,Şahi̇nler,189,89,100,Güzelyurt,False,35.1866597,33.0756714,ChIJcbZPcfb93RQRkUJAV1mCgxU,False,179.0,82.0,97.0,Güzelyurt,Güzelyurt,35.1797005,33.0760876
Syrianochori,Συριανοχώρι,Yayla,850,424,426,Güzelyurt,False,35.2251052,32.940156,ChIJMfmr19L73RQRh0aCJUR2yxg,False,775.0,390.0,385.0,Güzelyurt,Güzelyurt,35.2194604,32.9381321
Pano Zodeia,Πάνω Ζώδεια,Yukarı Bostancı,1495,788,707,Güzelyurt,False,35.1621325,33.0159382,ChIJMyeRpuj-3RQRDNZiowoWvBo,False,1419.0,746.0,673.0,Güzelyurt,Güzelyurt,35.1386371,32.9860159
Chrysiliou,Χρυσηλιου,Yuvacık,214,113,101,Güzelyurt,False,35.2146574,33.0189154,ChIJby8zJkT83RQRld-NRrT-uYE,False,214.0,112.0,102.0,Güzelyurt,Güzelyurt,35.2116477,33.0198024
Katokopia,Κατωκοπιά,Zümrütköy,817,389,428,Güzelyurt,False,35.1747025,33.0517775,ChIJCb4haHH-3RQRGM3vjRR4u1E,False,921.0,457.0,464.0,Güzelyurt,Güzelyurt,35.1750763,33.0592054
Levka,Λεύκα,Lefke,3009,1600,1409,Güzelyurt,False,35.1132003,32.8499935,ChIJJcwU6qVZ5xQRkcCTmSDRNms,False,2908.0,1571.0,1337.0,Lefke,Lefke,35.0965045,32.8422959
Loutros,Λουτρός,Bademli̇köy,93,47,46,Güzelyurt,False,35.1588297,32.763247,ChIJgSNU9gdf5xQRiKQhw6eXsLo,False,106.0,53.0,53.0,Lefke,Lefke,35.1565604,32.7576589
Ampelikou,Αμπελικού,Bağlıköy,200,99,101,Güzelyurt,False,35.1203185,32.8040567,ChIJufDGSspe5xQRti6m1cYJ7cY,False,222.0,100.0,122.0,Lefke,Lefke,35.1198031,32.8140914
Peristeronari,Περιστερωνάρι,Cengi̇zköy,217,106,111,Güzelyurt,False,35.132526,32.8646386,ChIJQezCzERY5xQRDAbxW8MZjdE,False,180.0,97.0,83.0,Lefke,Lefke,35.1355653,32.8592148
Kalo Chorio,Καλό Χωριό,Çamlıköy,170,79,91,Güzelyurt,False,35.1156597,32.8769913,ChIJAzmtTDVY5xQRUIkSXcYjHX8,False,255.0,124.0,131.0,Lefke,Lefke,35.1140935,32.8733117
Xeros,Ξερός,Deni̇zli̇,460,238,222,Güzelyurt,False,35.1474,32.8499,ChIJW2dQ9YxY5xQR7UjsWMVoXM0,False,573.0,313.0,260.0,Lefke,Lefke,35.1471499,32.8498745
Elia,Ελιά,Doğancı,1299,662,637,Güzelyurt,False,35.1331227,32.913372,ChIJe0vMruVX5xQRdlKV_XZjxnU,False,1291.0,654.0,637.0,Lefke,Lefke,35.1380434,32.9155906
Kazivera,Καζιβερά,Gazi̇veren,1042,518,524,Güzelyurt,False,35.1724843,32.9164496,ChIJEXCaWzf43RQR7zTW95TGTfo,False,1002.0,508.0,494.0,Lefke,Lefke,35.1674849,32.9155906
Agkolem,Αγκολέμ,Taşpınar,181,92,89,Güzelyurt,False,35.118146,32.948238,ChIJSytdCzRW5xQRJUyZzLdv1n4,False,212.0,115.0,97.0,Lefke,Lefke,35.1179217,32.9494009
Potamos,Ποταμός,Yedi̇dalga,669,329,340,Güzelyurt,False,35.1462068,32.8036484,ChIJcb1P3tJY5xQRmfZXUDXRy0s,False,767.0,397.0,370.0,Lefke,Lefke,35.144474,32.8056285
Limnitis,Λιμνίτης,Yeşi̇lırmak,458,227,231,Güzelyurt,False,35.1675235,32.7394894,ChIJ7fWEp8df5xQR6HUUmDmX6gk,False,410.0,210.0,200.0,Lefke,Lefke,35.1667086,32.732254
Pentageia,Πεντάγεια,Yeşi̇lyurt,1218,637,581,Güzelyurt,False,35.1531147,32.8844033,ChIJpSgobwpY5xQRwtSdyBiNSQU,False,1278.0,701.0,577.0,Lefke,Lefke,35.1483418,32.8817689
Mantres,Μάντρες,Ağıllar,188,91,97,İskele,False,35.3467225,33.799342,ChIJUSNwLkyt3xQRSomsft-WRec,False,176.0,87.0,89.0,İskele,İskele,35.3480408,33.8132141
Agios Iakovos,Άγιος Ιάκωβος,Altınova,229,115,114,İskele,False,35.3267871,33.8143125,ChIJY7u8o6Oy3xQRg_sVkgyCKqo,False,250.0,115.0,135.0,İskele,İskele,35.3153248,33.824381
Ardana,Άρδανα,Ardahan,330,170,160,İskele,False,35.3568042,33.8860095,ChIJK0xTfYKu3xQRkpKVIOf3KIA,False,350.0,178.0,172.0,İskele,İskele,35.3555716,33.8969328
Agios Georgios,Άγιος Γεώργιος,Aygün,414,209,205,İskele,False,35.2561997,33.8627363,ChIJz0sKlpSz3xQRfqCrh0TGdtE,False,380.0,187.0,193.0,İskele,İskele,35.2587458,33.8801952
Mpogazi,Μπογάζι,Boğaz,157,86,71,İskele,False,35.3150486,33.9505828,ChIJUasau5ev3xQRzJkaQJUAR-A,False,295.0,186.0,109.0,İskele,İskele,35.316774,33.9540969
Lapathos,Λάπαθος,Boğazi̇çi̇,514,252,262,İskele,False,35.2693567,33.8256878,ChIJZSUjjWyz3xQRNs6Qsmp39nA,False,475.0,234.0,241.0,İskele,İskele,35.272867,33.8355465
Monarga,Μόναργα,Boğaztepe,312,151,161,İskele,False,35.320503,33.9455111,ChIJpZeEvrmv3xQRkQn98z8idbo,False,444.0,280.0,164.0,İskele,İskele,35.3169997,33.9457337
Ovgoros,Όβγορος,Ergazi̇,202,94,108,İskele,False,35.3656835,33.9378592,ChIJQ1UAPi-v3xQR1V4TY1l3_68,False,207.0,92.0,115.0,İskele,İskele,35.3771934,33.9359756
Gastria,Γαστριά,Kaleci̇k,435,225,210,İskele,False,35.3424739,33.9998073,ChIJ8Ue0K8Ol3xQRBAocAhcv6Ys,False,308.0,171.0,137.0,İskele,İskele,35.3338704,33.9805756
Aygolida,Αυγολίδα,Kurtuluş,106,55,51,İskele,False,35.355337,33.9624173,ChIJh8Yz8E-v3xQRvTvUBpX0qFs,False,86.0,44.0,42.0,İskele,İskele,35.3522187,33.9610657
Arnadi,Αρναδί,Kuzucuk,344,183,161,İskele,False,35.2374507,33.8594461,ChIJ_ZP9CnS03xQRzYR6mME076Y,False,283.0,149.0,134.0,İskele,İskele,35.2366033,33.8578735
Spathariko,Σπαθαρικό,Ötüken,550,267,283,İskele,False,35.2346419,33.8723517,ChIJ57M9VAi03xQRtd2YBqUErx4,False,386.0,192.0,194.0,İskele,İskele,35.2359621,33.882985
Sygkrasi,Σύγκραση,Sınırüstü,186,99,87,İskele,False,35.2723811,33.8520394,ChIJJwpkVKWz3xQRkigOcbpOlh8,False,154.0,85.0,69.0,İskele,İskele,35.2852727,33.8578735
Agios Andronikos,Άγιος Ανδρόνικος,Topçuköy,310,150,160,İskele,False,35.3397904,33.8734104,ChIJffxtwMSt3xQRk3m4vey4iDQ,False,336.0,169.0,167.0,İskele,İskele,35.3339151,33.8578735
Gerani,Γεράνι,Turnalar,142,75,67,İskele,False,35.3598968,33.9219379,ChIJSzXsUtyu3xQR1VXj5GR6kdU,False,134.0,72.0,62.0,İskele,İskele,35.3515836,33.9248222
Agios Ilias,Άγιος Ηλίας,Yarköy,429,208,221,İskele,False,35.3284553,33.9289152,ChIJrdCyc1Ou3xQRxHhmQxG1Cfk,False,348.0,177.0,171.0,İskele,İskele,35.3286036,33.9359756
Komi Kepir,Κώμη Κεπήρ,Büyükkonuk,812,435,377,İskele,False,35.4104388,33.9935574,ChIJNXgAoeqn3xQRQyZwR32q9Bc,False,775.0,399.0,376.0,Mehmetçik,Büyükkonuk,35.4243568,33.986149
Davlos,Δαυλός,Kaplıca,389,197,192,İskele,False,35.4214136,33.904832,ChIJfR7-IQip3xQRY1J_oXkCTf4,False,408.0,205.0,203.0,Mehmetçik,Büyükkonuk,35.4134201,33.9136675
Krideia,Κρίδεια,Ki̇li̇tkaya,172,82,90,İskele,False,35.3944713,33.9734023,ChIJKaLbloGo3xQRiI0jnDWioi0,False,177.0,87.0,90.0,Mehmetçik,Büyükkonuk,35.3895332,33.9582783
Flamoudi,Φλαμούδι,Mersi̇nli̇k,158,80,78,İskele,False,35.3965417,33.8571123,ChIJj1VTB3as3xQRMg9DvvjtqCs,False,169.0,87.0,82.0,Mehmetçik,Büyükkonuk,35.3922503,33.8578735
Livadia,Λιβάδια,Sazlıköy,44,23,21,İskele,False,35.3991,34.0257,ChIJTeADeQyn3xQRXkzFnnGoJEk,False,96.0,46.0,50.0,Mehmetçik,Büyükkonuk,35.3938178,34.036295
Patriki,Πατρίκι,Tuzluca,389,216,173,İskele,False,35.3629784,33.9970998,ChIJEW9CzxKm3xQRo5ptbTi1y_0,False,334.0,165.0,169.0,Mehmetçik,Büyükkonuk,35.3594694,33.9917222
Eptakomi,Επτακώμη,Yedi̇konuk,860,436,424,İskele,False,35.4459392,34.0312656,ChIJD8EXgbAJ3xQRV86efYs1Lyg,False,859.0,450.0,409.0,Mehmetçik,Büyükkonuk,35.4489622,34.0307246
Agios Eystathios,Άγιος Ευστάθιος,Zeybekköy,36,18,18,İskele,False,35.389416,34.0143602,ChIJWxKL7aun3xQRGTaHKC59KNg,False,31.0,16.0,15.0,Mehmetçik,Büyükkonuk,35.386124,34.0223683
Galateia,Γαλάτεια,Mehmetçi̇k,1249,633,616,İskele,False,35.4221242,34.0693265,ChIJz4xBRhkK3xQRmThc7yJ3-xA,False,1196.0,621.0,575.0,Mehmetçik,Mehmetçik,35.415337,34.0752783
Vokolida,Βοκολίδα,Bafra,1019,706,313,İskele,False,35.379518,34.0712539,ChIJo133OM6g3xQR4lp7rm3fOrY,False,514.0,344.0,170.0,Mehmetçik,Mehmetçik,35.3734501,34.0697103
